time,Fz,Cz,Pz,Oz,P3,P4,PO7,PO8
-0.19921875,0.13310103597063971,0.14571094553161856,0.1141352825584363,0.08965897535517797,0.09682259261012405,0.09417267321509826,0.07963240022945683,0.08701287779189215
-0.1953125,0.09008170209767741,0.09523403043942835,0.08232156289977866,0.07732470841403938,0.07779958721698677,0.07454777772863963,0.08190473455016445,0.08685954000497986
-0.19140625,0.059543715735799196,0.060075249663782415,0.05872788833016784,0.06525645268595781,0.061853620891838546,0.05846480632953899,0.07794314860198881,0.08118406258361688
-0.1875,0.045559168881936785,0.045014873606419314,0.04636222961096337,0.05461050989197247,0.050777089199982584,0.04777408957323814,0.06751364878265775,0.06998207946473656
-0.18359375,0.04928606323062468,0.05110712919531579,0.04653798768572415,0.04721759871983977,0.046186958257976585,0.043977491870350605,0.05307720329916776,0.05577623385377706
-0.1796875,0.06888785364367322,0.07559183856642449,0.058805392555427716,0.045529938930144453,0.04946720011389516,0.04817228749232072,0.039743734081554294,0.04356569416330558
-0.17578125,0.09986698845665387,0.11242023756352637,0.0809963749404119,0.052055177945931064,0.06142844455325758,0.060773471588504435,0.03414095894882507,0.03971539364044929
-0.171875,0.13579209134917392,0.15334363467900403,0.10940896544298084,0.06840621580295192,0.08177530297359681,0.0810927893724056,0.04242607598570203,0.050011541574690455
-0.16796875,0.16939056735054692,0.18945836011141637,0.13922080022155114,0.09432063663439294,0.10863566402008473,0.10699667640778898,0.06805066288251282,0.07749123653866263
-0.1640625,0.19390578742672915,0.21299421071319102,0.1651984362638359,0.12708488483781366,0.13844942969853946,0.13489851369286043,0.11006516764666685,0.1208258204599133
-0.16015625,0.20449407855949175,0.21900410374087187,0.1826549080874429,0.16168675642802555,0.16640337463513788,0.1602347907692092,0.16262758428808866,0.1739089583452369
-0.15625,0.19932879524731106,0.20653319765528977,0.18845567950620534,0.1917535037421203,0.18737760854037333,0.17837257360042713,0.21599127641991345,0.22690511336520558
-0.15234375,0.18006651458790657,0.17889382775138074,0.18177183136458552,0.21102468750200387,0.19713905530238662,0.18569208393159897,0.2587338818749174,0.26850166534586606
-0.1484375,0.15146280674116497,0.14287919469779808,0.16429934035500082,0.2148928395229177,0.19338854784223258,0.1804838856145352,0.2805557852703089,0.2886815666514053
-0.14453125,0.12017780726125693,0.10706628472689772,0.13981946977992266,0.20151592483586,0.17630536497392768,0.16334914043625304,0.2747917915435494,0.2811641881539373
-0.140625,0.09309216064679049,0.07967006787623632,0.11320815751503233,0.1721701239354445,0.1484185219169376,0.13697416489932834,0.23990614778091057,0.24480347182720408
-0.13671875,0.07563764103935,0.06658103934853443,0.08920708882698136,0.13078945615419002,0.11388210507945473,0.10538080497113356,0.17961148868206323,0.18361257758670035
-0.1328125,0.0706435088204671,0.07015952796507463,0.07134842761047366,0.08290667974364396,0.07742815810729553,0.07292698533944986,0.10170426811839661,0.1055360656643245
-0.12890625,0.07800155366055606,0.08908546234032144,0.06134281171910061,0.034362674483645606,0.04333783021337467,0.04337784798025268,0.016071827424468665,0.02044098401654537
-0.125,0.09514397802945496,0.11918166542557174,0.05903863353751149,-0.009848971416204222,0.01469992128022568,0.019284229324512125,-0.06750762970852975,-0.06205311287033055
-0.12109375,0.11804510791080247,0.15480411263979477,0.06284025033664875,-0.04635248274098558,-0.0069260153168215766,0.0017524399709145655,-0.14119802660417236,-0.1343480882098902
-0.1171875,0.14232105627343117,0.19025630848545916,0.07033517590571137,-0.07368475962721277,-0.021473177014286193,-0.009450396021293272,-0.200190374499698,-0.19188870048481022
-0.11328125,0.16405791569695793,0.2207806133469603,0.07887701514164291,-0.09215469987111646,-0.03007274074207089,-0.015581434809064376,-0.24290929445669462,-0.2333222397510326
-0.109375,0.18019971292915216,0.24294200073882166,0.0859794795360358,-0.10338055744796293,-0.034623084843588,-0.018516828959036502,-0.270442134464588,-0.2599065886954577
-0.10546875,0.18856053429772146,0.25451212337657125,0.08952122243499616,-0.1096446311521504,-0.0373113806517722,-0.02032926715855865,-0.28545954400271967,-0.2744316169867034
-0.1015625,0.18767595832969164,0.25414669124756983,0.08785769978203462,-0.11320810955339766,-0.040142722923519614,-0.02288295775088045,-0.29098289111573195,-0.2799968399358477
-0.09765625,0.17671393237606026,0.24115698948889985,0.07994223949481238,-0.11572412716986946,-0.04452788004982722,-0.027476417585603485,-0.28934880269559926,-0.2789823803084346
-0.09375,0.15554864063460627,0.21552551743297954,0.06548633280090144,-0.11786968201477066,-0.050995012657040206,-0.034583393926368444,-0.2816291395646431,-0.2724656447128382
-0.08984375,0.12493822509895836,0.1781107457077269,0.04509739426339365,-0.11927418341883822,-0.05909593170372318,-0.04375850437554618,-0.2676062216266928,-0.2601865158879946
-0.0859375,0.08664107298272938,0.13083717931294814,0.020283941637444514,-0.11875076211254054,-0.0675497275892667,-0.05375607514679359,-0.24622390348838508,-0.24099140105704464
-0.08203125,0.0433061231319698,0.07665323664696189,-0.006755371373401431,-0.11475399475102677,-0.074605665645322,-0.06285715414833248,-0.21629950275325882,-0.21355019974578227
-0.078125,-0.0019208314938623516,0.01915739034075159,-0.033555068057467,-0.10592580501622706,-0.07853636319055113,-0.06933032636879943,-0.17723161116478536,-0.17708514032932499
-0.07421875,-0.04598603564609505,-0.0380296827362514,-0.057913193685088515,-0.09157544739180068,-0.07812773539228601,-0.07190258510814118,-0.12949250634275433,-0.13189592945606066
-0.0703125,-0.08651502447776238,-0.09192805805469106,-0.07836470317101885,-0.07197610862874626,-0.07303311377881982,-0.07011045255467252,-0.07481304198364569,-0.07957719905249405
-0.06640625,-0.12218766198834885,-0.1406473746357051,-0.09444568060956726,-0.04842937784133028,-0.06390737361527954,-0.06444311928532898,-0.01609035660266045,-0.022947595823552547
-0.0625,-0.1527736976925098,-0.18346069907693163,-0.1066713579689349,-0.023117131320304907,-0.05230593558280816,-0.05625582844004384,0.042880492046037944,0.03421623695487597
-0.05859375,-0.1788374746070076,-0.22050205927826028,-0.11625173002016709,0.0011995169302281283,-0.04039467427219279,-0.04749461623987372,0.09775497566977265,0.08754424030144037
-0.0546875,-0.20124319988212847,-0.2522360169621152,-0.12465054766153116,0.02156864553626292,-0.030549351492936694,-0.040310361271167494,0.1440280357201118,0.13248915564645358
-0.05078125,-0.22065205484977923,-0.278924726870855,-0.1331276848759444,0.03527270564518403,-0.024926052333285043,-0.03664694503413557,0.17748032554720794,0.16480047548839138
-0.046875,-0.23718390451676896,-0.30029714537249674,-0.1423896591745688,0.040251272537261684,-0.025071500431295135,-0.03787522473430727,0.19470855505687723,0.18107305166381593
-0.04296875,-0.2503399443298804,-0.3155301371293717,-0.15242456186115305,0.035476709570048115,-0.03162817563406861,-0.04452810742350266,0.19371633541709343,0.1793414519113412
-0.0390625,-0.2591863861312049,-0.32352848577943405,-0.16254112011893085,0.02121906561569631,-0.044181440728152666,-0.05617814480274319,0.17445821676176365,0.15961285626531208
-0.03515625,-0.2627188457893226,-0.32338948940946466,-0.17158277643147812,-0.0008766107839619508,-0.061286669961191365,-0.07148553038405225,0.13916499419508455,0.12417142158938077
-0.03125,-0.2602816273622466,-0.31488449891980963,-0.1782529395200072,-0.027960851411990006,-0.08069175549962893,-0.08842218335303187,0.09228089759005798,0.07749192221240264
-0.02734375,-0.25191063812712855,-0.2987949514476895,-0.1814687333734355,-0.05640579558985337,-0.09973039993838029,-0.10464107802476974,0.03993039854321978,0.025688002835977386
-0.0234375,-0.2384979551628419,-0.2769904983157545,-0.18065478091244813,-0.08241716331625071,-0.11581118819492531,-0.11791815257566896,-0.011023625123840475,-0.024437547097022616
-0.01953125,-0.2217278378680021,-0.2522161635098996,-0.17590272705092502,-0.10269401151674629,-0.12688928840987046,-0.12656368397756523,-0.054124512871567276,-0.06653218775909409
-0.015625,-0.2038016084782157,-0.2276430102199356,-0.1679578041091645,-0.11497303731289321,-0.1318041995546082,-0.12970156859637427,-0.08438494525364604,-0.09573972903353933
-0.01171875,-0.18703292781196978,-0.20630896990780911,-0.15804607400582427,-0.1183272999583096,-0.13040658330965016,-0.12735418408738042,-0.09900646880112163,-0.10939600336712374
-0.0078125,-0.17343753455634214,-0.19061245737361787,-0.14760822253379047,-0.11317085224504808,-0.12346696109943878,-0.12033461516125499,-0.09760676800141255,-0.10723276488988631
-0.00390625,-0.1644427367608614,-0.1820051540590839,-0.13803459353312064,-0.10101085479163885,-0.11242592989901823,-0.11000722111020877,-0.08195816914025045,-0.09110014964619495
0.0,-0.1607942312631394,-0.18095823595132288,-0.13048267710757955,-0.08404838425235539,-0.0990783330934164,-0.09800316469465997,-0.05536558944641001,-0.06434033039681708
0.00390625,-0.16265465863085637,-0.18717376204513414,-0.12580627073432993,-0.06473542191187676,-0.0852694195252468,-0.08595921086040903,-0.02186835512674179,-0.03099597911671026
0.0078125,-0.16980528272370066,-0.19991688748888237,-0.12456131504023915,-0.04536276065891798,-0.07263756529596321,-0.07530446133330315,0.014561324590545155,0.004978710776981643
0.01171875,-0.18182111105602417,-0.218301433818624,-0.12701512908108725,-0.027715714168152772,-0.06240089689413253,-0.0670839916949717,0.05069146880032349,0.04038033907249883
0.015625,-0.19811586682294546,-0.24139631804587225,-0.13309911750525316,-0.012822965800296515,-0.055182454161695205,-0.061807771345456786,0.08447712218639936,0.0731998994751848
0.01953125,-0.21783822035104095,-0.26812153208766176,-0.14230541012238973,-0.000839513347727916,-0.050900034409551154,-0.059346731973164424,0.11520166154355138,0.10276974293788044
0.0234375,-0.2397012046628788,-0.29702342274617877,-0.15359752580934583,0.008881400503923942,-0.04877973935890623,-0.058933316893217125,0.14326455932689441,0.12956121508977958
0.02734375,-0.26188708091012813,-0.32609868227950756,-0.1654368588788202,0.01749835121245269,-0.04754787141791894,-0.05932420776844083,0.16964248850115382,0.15465196767650013
0.03125,-0.2821537847808031,-0.352831484917715,-0.17599296597836656,0.02621955275117216,-0.045796170411449566,-0.059129334317731264,0.19516848048795055,0.17900008941751366
0.03515625,-0.2981775750754423,-0.3745147054701192,-0.18351796171600654,0.035807460108117084,-0.0424261514808677,-0.05722613138914312,0.2198816471121745,0.20277544265923098
0.0390625,-0.30804736894651796,-0.3887903829991046,-0.18677233981634345,0.0462405154166845,-0.037012597431385075,-0.05311274264840904,0.242722750343205,0.2250279678150946
0.04296875,-0.3107375334820972,-0.3942260491385241,-0.18534119305968488,0.05668594837970886,-0.02993270697970729,-0.047053319462975196,0.2617412384608997,0.2438676318661237
0.046875,-0.30637264814004084,-0.3907043364392848,-0.17971207455502736,0.06581124978310982,-0.02219765349309455,-0.03994709629751014,0.2747613052633824,0.2571147952323827
0.05078125,-0.2961687144420466,-0.3794563454562194,-0.17107822714024223,0.07230410403735732,-0.015055590552037756,-0.032974824648590584,0.28022556008977517,0.2631457789448177
0.0546875,-0.28205728597185953,-0.362698067135625,-0.16094358556983934,0.07536281998454797,-0.009543384749122197,-0.027178685968465288,0.2778187884189265,0.2615370817693474
0.05859375,-0.2661186400132465,-0.3429786019637504,-0.15068413006247283,0.07492363351957465,-0.006188244583427149,-0.023161661033554992,0.26854729995307025,0.2531764131674663
0.0625,-0.25002312753485967,-0.32246273207192644,-0.14122767311164353,0.0715158563480145,-0.004985452051187167,-0.021030729158155737,0.25419610594212827,0.2397521541297465
0.06640625,-0.23467585208436503,-0.3024040822197094,-0.13295607459440362,0.06582270373201027,-0.005640259814754245,-0.02058644099633966,0.23639946178377613,0.22284527290139522
0.0703125,-0.22018441114823872,-0.28300424048666173,-0.12583565478507808,0.058184625117974065,-0.007926487910481228,-0.02163659473808366,0.21578786579823372,0.20307931691831982
0.07421875,-0.20615009788116367,-0.2637174993935787,-0.11968866431288916,0.04833206901366793,-0.011950817224715138,-0.024248762997558515,0.1916943297430862,0.17981066591232775
