time,Fz,Cz,Pz,Oz,P3,P4,PO7,PO8
-0.19921875,0.10865219479683219,0.12583667796661757,0.0828282153975124,0.03927663527747427,0.05403534686365674,0.05484363896357536,0.00793332333159924,0.014040103302193074
-0.1953125,0.06373979033469368,0.0738208996153844,0.048590393930680875,0.02304126844876464,0.03169932938362763,0.03217350297290977,0.0046540096221292515,0.008236494153379681
-0.19140625,0.033807424415499554,0.03915442192692353,0.02577222346644703,0.012221031298054186,0.01681324413027596,0.017064746060668767,0.0024684749799774863,0.004368616135508319
-0.1875,0.023112988856155425,0.02676855181960036,0.017619596448525954,0.008355105052260114,0.011494645235643475,0.011666588584091642,0.0016876126052167706,0.002986674685345747
-0.18359375,0.0319834576600897,0.037041978373508755,0.024381769492265448,0.01156168671911928,0.015906142181165706,0.016144076298019172,0.002335296622746341,0.004132922004629336
-0.1796875,0.05674845482417368,0.06572381749947453,0.043260730109295764,0.020513974519076328,0.02822237021860019,0.028644537408695214,0.0041435321840310735,0.007333070151105403
-0.17578125,0.09047788296356885,0.10478790812840089,0.06897349891232807,0.03270681148137555,0.04499682759728785,0.045669914072732354,0.0066063123860260475,0.011691607681996175
-0.171875,0.12442298213954928,0.14410177584522899,0.09485066954084687,0.04497760741628554,0.06187853784922481,0.06280414766024478,0.009084838659134675,0.016078013587161877
-0.16796875,0.14991844921041775,0.1736296297849549,0.11428649315803341,0.05419395421313311,0.07455804507117136,0.07567332716007513,0.010946410888834635,0.019372553339280785
-0.1640625,0.16036719330259075,0.18573095417195873,0.12225181933445128,0.05797106794602769,0.0797544572606057,0.08094747272480163,0.01170933394689655,0.0207227479620542
-0.16015625,0.152844805256791,0.17701881915854756,0.11651732734208053,0.05525180313270539,0.07601340001883727,0.07715044603173737,0.011160080859440313,0.01975070063053863
-0.15625,0.1288863984427735,0.14927113056728558,0.09825324553958126,0.0465910865443675,0.0640983017774488,0.06505712235593819,0.009410738854853662,0.016654778889346744
-0.15234375,0.09418523205795282,0.10908161129918881,0.07179969685466858,0.03404698034614739,0.04684057941517494,0.04754124560690798,0.006877006963890153,0.012170673358014028
-0.1484375,0.05722006335417973,0.06627001880588068,0.04362025052273566,0.020684456814024088,0.02845691327024724,0.028882586988743242,0.004177966861362847,0.0073940116251947074
-0.14453125,0.027151910941825008,0.03144626958828667,0.020698564640042605,0.009815132706592067,0.013503298035288935,0.013705287571497138,0.0019825177055565746,0.0035085865324191445
-0.140625,0.011574157632310289,0.013404731546984294,0.008823262120927211,0.004183937196700072,0.005756106702392572,0.005842209827022771,0.0008450959376737899,0.001495619739166898
-0.13671875,0.01475895050617737,0.01709323349530223,0.01125110760114012,0.00533520649881325,0.00733998062329988,0.00744977635136479,0.0010776360914732663,0.0019071606516263273
-0.1328125,0.03688139216251329,0.04271457143545376,0.028115586303556483,0.01333223931254679,0.018342003471616408,0.018616374219959653,0.002692923217750831,0.004765836170150806
-0.12890625,0.07437290605594171,0.08613576341076623,0.05669627967108681,0.026885029313916675,0.03698743356039813,0.03754071187245245,0.005430394800498561,0.009610512385904713
-0.125,0.12118070458200236,0.14034671380613872,0.09237901110736857,0.04380556362093557,0.060266081902682345,0.061167575893250614,0.008848102694969384,0.015659045615734613
-0.12109375,0.17043605282651697,0.1973922962861252,0.12992755671348277,0.06161085508438191,0.08476194324202879,0.08602986412142855,0.01244451919291123,0.02202385118721395
-0.1171875,0.21596142119051365,0.2501179778846563,0.1646326523996322,0.07806779933616781,0.10740280487198106,0.10900939173552615,0.015768588212949908,0.02790666719931778
